"Project_na","site_type","ID","VegType","Area","Year"
"Dutch Sl.","Restored",13,"unclassified",44771.5876960754,2017
"Dutch Sl.","Restored",13,"soil",454131.470393181,2017
"Dutch Sl.","Restored",13,"water",87.5422105789185,2017
"Dutch Sl.","Restored",13,"SAV",7022.13589143753,2017
"Dutch Sl.","Restored",13,"Emergent",110184.378043652,2017
"Dutch Sl.","Restored",13,"Hyacinth",1069.26557207108,2017
"Dutch Sl.","Restored",13,"Primrose",1175.56682777405,2017
"Dutch Sl.","Restored",13,"NPV",1080839.90291262,2017
"Dutch Sl.","Restored",13,"Riparian",56258.3763270378,2017
"Dutch Sl.","Restored",13,"Shadow",2620.0133023262,2017
"Dutch Sl.","Restored",14,"unclassified",89793.2959938049,2017
"Dutch Sl.","Restored",14,"soil",76905.8319935799,2017
"Dutch Sl.","Restored",14,"SAV",2157.2901892662,2017
"Dutch Sl.","Restored",14,"Emergent",166786.670197964,2017
"Dutch Sl.","Restored",14,"Hyacinth",93.7952256202698,2017
"Dutch Sl.","Restored",14,"Primrose",2488.69998645782,2017
"Dutch Sl.","Restored",14,"NPV",592116.75331068,2017
"Dutch Sl.","Restored",14,"Riparian",88805.3196172714,2017
"Dutch Sl.","Restored",14,"Shadow",368.927887439728,2017
"Dutch Sl.","Planned",15,"unclassified",29901.917927742,2017
"Dutch Sl.","Planned",15,"soil",77237.2417907715,2017
"Dutch Sl.","Planned",15,"water",6.25301504135132,2017
"Dutch Sl.","Planned",15,"SAV",1694.56707620621,2017
"Dutch Sl.","Planned",15,"Emergent",160208.498374462,2017
"Dutch Sl.","Planned",15,"Hyacinth",937.952256202698,2017
"Dutch Sl.","Planned",15,"Primrose",46209.7811555862,2017
"Dutch Sl.","Planned",15,"NPV",268166.803063393,2017
"Dutch Sl.","Planned",15,"Riparian",664264.040857792,2017
"Dutch Sl.","Planned",15,"Shadow",11474.2826008797,2017
"Dutch Sl.","Planned",12,"unclassified",1173.90602016449,2018
"Dutch Sl.","Planned",12,"soil",2029238.2341671,2018
"Dutch Sl.","Planned",12,"water",39745.1038255692,2018
"Dutch Sl.","Planned",12,"SAV",11961.6975502968,2018
"Dutch Sl.","Planned",12,"Emergent",1451277.45985508,2018
"Dutch Sl.","Planned",12,"Hyacinth",6777.42786026001,2018
"Dutch Sl.","Planned",12,"Primrose",57347.9113397598,2018
"Dutch Sl.","Planned",12,"NPV",703901.228795528,2018
"Dutch Sl.","Planned",12,"Riparian",436082.955338001,2018
"Dutch Sl.","Planned",12,"Shadow",22153.8618879318,2018
"Dutch Sl.","Restored",13,"unclassified",523.342339038849,2018
"Dutch Sl.","Restored",13,"soil",1317394.34567356,2018
"Dutch Sl.","Restored",13,"water",38299.4067564011,2018
"Dutch Sl.","Restored",13,"SAV",6216.49739742279,2018
"Dutch Sl.","Restored",13,"Emergent",109696.602214336,2018
"Dutch Sl.","Restored",13,"Hyacinth",52.0450944900513,2018
"Dutch Sl.","Restored",13,"Primrose",1156.55765533447,2018
"Dutch Sl.","Restored",13,"NPV",243400.449959278,2018
"Dutch Sl.","Restored",13,"Riparian",38793.8351540565,2018
"Dutch Sl.","Restored",13,"Shadow",2475.03338241577,2018
"Dutch Sl.","Restored",14,"unclassified",60.7192769050598,2018
"Dutch Sl.","Restored",14,"soil",477080.03282547,2018
"Dutch Sl.","Restored",14,"water",17.3483648300171,2018
"Dutch Sl.","Restored",14,"SAV",179.266436576843,2018
"Dutch Sl.","Restored",14,"Emergent",288147.665644169,2018
"Dutch Sl.","Restored",14,"Hyacinth",387.446814537048,2018
"Dutch Sl.","Restored",14,"Primrose",445.274697303772,2018
"Dutch Sl.","Restored",14,"NPV",195883.278689861,2018
"Dutch Sl.","Restored",14,"Riparian",57090.5772614479,2018
"Dutch Sl.","Restored",14,"Shadow",127.221342086792,2018
"Dutch Sl.","Planned",15,"unclassified",245.768501758575,2018
"Dutch Sl.","Planned",15,"soil",26863.9429392815,2018
"Dutch Sl.","Planned",15,"water",118.547159671783,2018
"Dutch Sl.","Planned",15,"SAV",2584.90635967255,2018
"Dutch Sl.","Planned",15,"Emergent",754766.634477139,2018
"Dutch Sl.","Planned",15,"Hyacinth",2281.30997514725,2018
"Dutch Sl.","Planned",15,"Primrose",51666.3218579292,2018
"Dutch Sl.","Planned",15,"NPV",141079.794191837,2018
"Dutch Sl.","Planned",15,"Riparian",270461.007699966,2018
"Dutch Sl.","Planned",15,"Shadow",9978.20117139816,2018
"Dutch Sl.","Planned",12,"soil",2227645.69993973,2019
"Dutch Sl.","Planned",12,"water",11386.3101167679,2019
"Dutch Sl.","Planned",12,"SAV",89867.4212136269,2019
"Dutch Sl.","Planned",12,"Emergent",1263886.20574951,2019
"Dutch Sl.","Planned",12,"Hyacinth",35390.6642532349,2019
"Dutch Sl.","Planned",12,"Primrose",14925.3765420914,2019
"Dutch Sl.","Planned",12,"NPV",529156.932651043,2019
"Dutch Sl.","Planned",12,"Riparian",572079.678634644,2019
"Dutch Sl.","Planned",12,"Shadow",15625.0939235687,2019
"Dutch Sl.","Restored",13,"soil",1409543.07686234,2019
"Dutch Sl.","Restored",13,"water",9272.70100164413,2019
"Dutch Sl.","Restored",13,"SAV",38464.2162222862,2019
"Dutch Sl.","Restored",13,"Emergent",94933.1437439919,2019
"Dutch Sl.","Restored",13,"Hyacinth",15142.2311024666,2019
"Dutch Sl.","Restored",13,"Primrose",72.2848534584045,2019
"Dutch Sl.","Restored",13,"NPV",121525.29563427,2019
"Dutch Sl.","Restored",13,"Riparian",63486.3410954475,2019
"Dutch Sl.","Restored",13,"Shadow",5294.14266729355,2019
"Dutch Sl.","Restored",14,"soil",586817.114557743,2019
"Dutch Sl.","Restored",14,"water",1026.44491910934,2019
"Dutch Sl.","Restored",14,"SAV",41057.7967643738,2019
"Dutch Sl.","Restored",14,"Emergent",197167.057687283,2019
"Dutch Sl.","Restored",14,"Hyacinth",10764.6603770256,2019
"Dutch Sl.","Restored",14,"Primrose",5210.2922372818,2019
"Dutch Sl.","Restored",14,"NPV",114082.847122192,2019
"Dutch Sl.","Restored",14,"Riparian",55656.4457688332,2019
"Dutch Sl.","Restored",14,"Shadow",7650.62889003754,2019
"Dutch Sl.","Planned",15,"soil",29414.152569294,2019
"Dutch Sl.","Planned",15,"water",104.090188980103,2019
"Dutch Sl.","Planned",15,"SAV",2194.56815099716,2019
"Dutch Sl.","Planned",15,"Emergent",700460.469770908,2019
"Dutch Sl.","Planned",15,"Hyacinth",6063.25350809097,2019
"Dutch Sl.","Planned",15,"Primrose",6288.7822508812,2019
"Dutch Sl.","Planned",15,"NPV",148334.302084923,2019
"Dutch Sl.","Planned",15,"Riparian",366426.379151344,2019
"Dutch Sl.","Planned",15,"Shadow",913.680547714233,2019
"Dutch Sl.","Planned",12,"unclassified",5158.48746061325,2020
"Dutch Sl.","Planned",12,"soil",739052.376494408,2020
"Dutch Sl.","Planned",12,"water",154146.330494881,2020
"Dutch Sl.","Planned",12,"SAV",552950.636866093,2020
"Dutch Sl.","Planned",12,"Emergent",877114.951283932,2020
"Dutch Sl.","Planned",12,"Hyacinth",269321.868987083,2020
"Dutch Sl.","Planned",12,"Primrose",6643.20340156555,2020
"Dutch Sl.","Planned",12,"NPV",886283.372364044,2020
"Dutch Sl.","Planned",12,"Riparian",1204048.60109568,2020
"Dutch Sl.","Planned",12,"Shadow",196.094558238983,2020
"Dutch Sl.","Planned",12,"Marsh Invaded by Primrose",64847.2698307037,2020
"Dutch Sl.","Restored",13,"unclassified",2353.1346988678,2020
"Dutch Sl.","Restored",13,"soil",376901.744794846,2020
"Dutch Sl.","Restored",13,"water",104302.295334339,2020
"Dutch Sl.","Restored",13,"SAV",315224.003334045,2020
"Dutch Sl.","Restored",13,"Emergent",348536.066656113,2020
"Dutch Sl.","Restored",13,"Hyacinth",169149.565165043,2020
"Dutch Sl.","Restored",13,"Primrose",424.2045545578,2020
"Dutch Sl.","Restored",13,"NPV",257688.259174824,2020
"Dutch Sl.","Restored",13,"Riparian",148191.459012032,2020
"Dutch Sl.","Restored",13,"Shadow",52.0250868797302,2020
"Dutch Sl.","Restored",13,"Marsh Invaded by Primrose",35593.1632852554,2020
"Dutch Sl.","Restored",14,"unclassified",2016.97259902954,2020
"Dutch Sl.","Restored",14,"soil",127281.37601614,2020
"Dutch Sl.","Restored",14,"water",45974.1690826416,2020
"Dutch Sl.","Restored",14,"SAV",230166.988215446,2020
"Dutch Sl.","Restored",14,"Emergent",237558.552482128,2020
"Dutch Sl.","Restored",14,"Hyacinth",83616.3204050064,2020
"Dutch Sl.","Restored",14,"Primrose",948.457353115082,2020
"Dutch Sl.","Restored",14,"NPV",201317.076575756,2020
"Dutch Sl.","Restored",14,"Riparian",84004.5075917244,2020
"Dutch Sl.","Restored",14,"Shadow",12.0057892799377,2020
"Dutch Sl.","Restored",14,"Marsh Invaded by Primrose",6543.15515756607,2020
"Dutch Sl.","Planned",15,"unclassified",380.183327198029,2020
"Dutch Sl.","Planned",15,"soil",46450.3987240791,2020
"Dutch Sl.","Planned",15,"water",16.007719039917,2020
"Dutch Sl.","Planned",15,"SAV",1148.55384111404,2020
"Dutch Sl.","Planned",15,"Emergent",217680.967364311,2020
"Dutch Sl.","Planned",15,"Hyacinth",10461.0443925858,2020
"Dutch Sl.","Planned",15,"Primrose",1092.52682447433,2020
"Dutch Sl.","Planned",15,"NPV",224140.081996918,2020
"Dutch Sl.","Planned",15,"Riparian",737447.602660656,2020
"Dutch Sl.","Planned",15,"Shadow",24.0115785598755,2020
"Dutch Sl.","Planned",15,"Marsh Invaded by Primrose",21290.2663230896,2020
"Dutch Sl.","Planned",12,"unclassified",8436.06793403625,2021
"Dutch Sl.","Planned",12,"soil",406956.23729229,2021
"Dutch Sl.","Planned",12,"water",203810.278816223,2021
"Dutch Sl.","Planned",12,"SAV",178826.231324673,2021
"Dutch Sl.","Planned",12,"Emergent",1198137.75084019,2021
"Dutch Sl.","Planned",12,"Hyacinth",29009.9888300896,2021
"Dutch Sl.","Planned",12,"Spongeplant",2877.38749742508,2021
"Dutch Sl.","Planned",12,"Primrose",21334.2875504494,2021
"Dutch Sl.","Planned",12,"NPV",804471.922280788,2021
"Dutch Sl.","Planned",12,"Riparian",1294092.02069521,2021
"Dutch Sl.","Planned",12,"Shadow",89799.3018841743,2021
"Dutch Sl.","Planned",12,"Marsh Invaded by Primrose",522187.802801132,2021
"Dutch Sl.","Restored",13,"unclassified",3581.72713518143,2021
"Dutch Sl.","Restored",13,"soil",173515.67053318,2021
"Dutch Sl.","Restored",13,"water",200856.854653358,2021
"Dutch Sl.","Restored",13,"SAV",156259.34940815,2021
"Dutch Sl.","Restored",13,"Emergent",409817.617070675,2021
"Dutch Sl.","Restored",13,"Hyacinth",8207.95793771744,2021
"Dutch Sl.","Restored",13,"Spongeplant",1304.62910175323,2021
"Dutch Sl.","Restored",13,"Primrose",6551.15901708603,2021
"Dutch Sl.","Restored",13,"NPV",275244.725031853,2021
"Dutch Sl.","Restored",13,"Riparian",287002.394666672,2021
"Dutch Sl.","Restored",13,"Shadow",42932.7024650574,2021
"Dutch Sl.","Restored",13,"Marsh Invaded by Primrose",193137.132146358,2021
"Dutch Sl.","Restored",14,"unclassified",1908.9204955101,2021
"Dutch Sl.","Restored",14,"soil",31683.2779097557,2021
"Dutch Sl.","Restored",14,"water",560.270166397095,2021
"Dutch Sl.","Restored",14,"SAV",12165.8664703369,2021
"Dutch Sl.","Restored",14,"Emergent",270910.635101795,2021
"Dutch Sl.","Restored",14,"Hyacinth",17992.6762008667,2021
"Dutch Sl.","Restored",14,"Spongeplant",1076.51910543442,2021
"Dutch Sl.","Restored",14,"Primrose",9088.38248491287,2021
"Dutch Sl.","Restored",14,"NPV",116067.968828678,2021
"Dutch Sl.","Restored",14,"Riparian",217861.05420351,2021
"Dutch Sl.","Restored",14,"Shadow",32531.6870188713,2021
"Dutch Sl.","Restored",14,"Marsh Invaded by Primrose",307544.300124645,2021
"Dutch Sl.","Planned",15,"unclassified",1656.79892063141,2021
"Dutch Sl.","Planned",15,"soil",44253.3392858505,2021
"Dutch Sl.","Planned",15,"water",104.05017375946,2021
"Dutch Sl.","Planned",15,"SAV",3885.87379693985,2021
"Dutch Sl.","Planned",15,"Emergent",363147.112209797,2021
"Dutch Sl.","Planned",15,"Hyacinth",856.412968635559,2021
"Dutch Sl.","Planned",15,"Spongeplant",348.167889118195,2021
"Dutch Sl.","Planned",15,"Primrose",1868.90119791031,2021
"Dutch Sl.","Planned",15,"NPV",218401.314721107,2021
"Dutch Sl.","Planned",15,"Riparian",603354.942193031,2021
"Dutch Sl.","Planned",15,"Shadow",8436.06793403625,2021
"Dutch Sl.","Planned",15,"Marsh Invaded by Primrose",13914.7097754478,2021
"Dutch Sl.","Planned",12,"unclassified",4534.18641805649,2022
"Dutch Sl.","Planned",12,"soil",413679.479289055,2022
"Dutch Sl.","Planned",12,"water",328706.504695415,2022
"Dutch Sl.","Planned",12,"SAV",53093.6021256447,2022
"Dutch Sl.","Planned",12,"Emergent",2549629.45008278,2022
"Dutch Sl.","Planned",12,"Hyacinth",7607.66847372055,2022
"Dutch Sl.","Planned",12,"Spongeplant",2717.31030702591,2022
"Dutch Sl.","Planned",12,"Primrose",12958.2485628128,2022
"Dutch Sl.","Planned",12,"NPV",486494.591271877,2022
"Dutch Sl.","Planned",12,"Riparian",881609.118404388,2022
"Dutch Sl.","Planned",12,"Shadow",18741.0370659828,2022
"Dutch Sl.","Restored",13,"unclassified",2821.36048078537,2022
"Dutch Sl.","Restored",13,"soil",131431.377177238,2022
"Dutch Sl.","Restored",13,"water",327265.809981823,2022
"Dutch Sl.","Restored",13,"SAV",30158.5426712036,2022
"Dutch Sl.","Restored",13,"Emergent",1037760.41570902,2022
"Dutch Sl.","Restored",13,"Hyacinth",4222.03589677811,2022
"Dutch Sl.","Restored",13,"Spongeplant",852.41103887558,2022
"Dutch Sl.","Restored",13,"Primrose",2669.28714990616,2022
"Dutch Sl.","Restored",13,"NPV",116468.161804676,2022
"Dutch Sl.","Restored",13,"Riparian",94765.6967163086,2022
"Dutch Sl.","Restored",13,"Shadow",9612.63528347015,2022
"Dutch Sl.","Restored",14,"unclassified",708.341567516327,2022
"Dutch Sl.","Restored",14,"soil",65383.528418541,2022
"Dutch Sl.","Restored",14,"water",28.0135083198547,2022
"Dutch Sl.","Restored",14,"SAV",21098.1736946106,2022
"Dutch Sl.","Restored",14,"Emergent",726462.305469513,2022
"Dutch Sl.","Restored",14,"Hyacinth",812.391741275787,2022
"Dutch Sl.","Restored",14,"Spongeplant",336.162099838257,2022
"Dutch Sl.","Restored",14,"Primrose",572.275955677032,2022
"Dutch Sl.","Restored",14,"NPV",46426.3871455193,2022
"Dutch Sl.","Restored",14,"Riparian",156939.677467346,2022
"Dutch Sl.","Restored",14,"Shadow",720.347356796265,2022
"Dutch Sl.","Planned",15,"unclassified",428.20648431778,2022
"Dutch Sl.","Planned",15,"soil",84000.5056619644,2022
"Dutch Sl.","Planned",15,"SAV",120.057892799377,2022
"Dutch Sl.","Planned",15,"Emergent",618670.327384472,2022
"Dutch Sl.","Planned",15,"Hyacinth",200.096487998962,2022
"Dutch Sl.","Planned",15,"Spongeplant",500.241219997406,2022
"Dutch Sl.","Planned",15,"Primrose",3445.66152334213,2022
"Dutch Sl.","Planned",15,"NPV",130282.823336124,2022
"Dutch Sl.","Planned",15,"Riparian",419750.406734943,2022
"Dutch Sl.","Planned",15,"Shadow",2717.31030702591,2022
"Dutch Sl.","Planned",12,"unclassified",7618.39351940155,2023
"Dutch Sl.","Planned",12,"soil",201881.665485382,2023
"Dutch Sl.","Planned",12,"water",271882.139070988,2023
"Dutch Sl.","Planned",12,"SAV",233588.474217415,2023
"Dutch Sl.","Planned",12,"Emergent",2666846.88908243,2023
"Dutch Sl.","Planned",12,"Hyacinth",64168.5414814949,2023
"Dutch Sl.","Planned",12,"Spongeplant",4350.89796304703,2023
"Dutch Sl.","Planned",12,"Primrose",269444.48365593,2023
"Dutch Sl.","Planned",12,"NPV",338649.693772793,2023
"Dutch Sl.","Planned",12,"Riparian",634101.597968102,2023
"Dutch Sl.","Planned",12,"Shadow",37360.0946946144,2023
"Dutch Sl.","Planned",12,"Marsh Invaded by Primrose",22912.8083457947,2023
"Dutch Sl.","Planned",12,"Alligatorweed",7191.94789123535,2023
"Dutch Sl.","Restored",13,"unclassified",4131.91237020493,2023
"Dutch Sl.","Restored",13,"soil",65810.9334278107,2023
"Dutch Sl.","Restored",13,"water",270026.524310589,2023
"Dutch Sl.","Restored",13,"SAV",113492.164879799,2023
"Dutch Sl.","Restored",13,"Emergent",955808.722189426,2023
"Dutch Sl.","Restored",13,"Hyacinth",28491.1781845093,2023
"Dutch Sl.","Restored",13,"Spongeplant",1561.71304368973,2023
"Dutch Sl.","Restored",13,"Primrose",55478.2711129189,2023
"Dutch Sl.","Restored",13,"NPV",101730.333432674,2023
"Dutch Sl.","Restored",13,"Riparian",129351.332024574,2023
"Dutch Sl.","Restored",13,"Shadow",19247.681055069,2023
"Dutch Sl.","Restored",13,"Marsh Invaded by Primrose",12833.708296299,2023
"Dutch Sl.","Restored",13,"Alligatorweed",259.325044155121,2023
"Dutch Sl.","Restored",14,"unclassified",1365.77856588364,2023
"Dutch Sl.","Restored",14,"soil",19547.3455505371,2023
"Dutch Sl.","Restored",14,"water",391.868955612183,2023
"Dutch Sl.","Restored",14,"SAV",98595.3817877769,2023
"Dutch Sl.","Restored",14,"Emergent",582870.494800568,2023
"Dutch Sl.","Restored",14,"Hyacinth",29447.7994585037,2023
"Dutch Sl.","Restored",14,"Spongeplant",322.71561050415,2023
"Dutch Sl.","Restored",14,"Primrose",20538.5434970856,2023
"Dutch Sl.","Restored",14,"NPV",36633.9845709801,2023
"Dutch Sl.","Restored",14,"Riparian",203501.006316662,2023
"Dutch Sl.","Restored",14,"Shadow",14187.9613046646,2023
"Dutch Sl.","Restored",14,"Marsh Invaded by Primrose",5417.01203346252,2023
"Dutch Sl.","Restored",14,"Alligatorweed",6684.82336044312,2023
"Dutch Sl.","Planned",15,"unclassified",1089.16518545151,2023
"Dutch Sl.","Planned",15,"soil",27085.0601673126,2023
"Dutch Sl.","Planned",15,"SAV",14470.3374638557,2023
"Dutch Sl.","Planned",15,"Emergent",860463.547621727,2023
"Dutch Sl.","Planned",15,"Hyacinth",2518.33431768417,2023
"Dutch Sl.","Planned",15,"Spongeplant",2068.83757448196,2023
"Dutch Sl.","Planned",15,"Primrose",94745.8455767632,2023
"Dutch Sl.","Planned",15,"NPV",70259.7986297607,2023
"Dutch Sl.","Planned",15,"Riparian",183613.656819344,2023
"Dutch Sl.","Planned",15,"Shadow",1659.68028259277,2023
"Dutch Sl.","Planned",15,"Marsh Invaded by Primrose",2195.61870718002,2023
"Dutch Sl.","Planned",15,"Alligatorweed",92.204460144043,2023
"Dutch Sl.","Planned",12,"unclassified",628.983302593231,2024
"Dutch Sl.","Planned",12,"soil",324007.559971333,2024
"Dutch Sl.","Planned",12,"water",334558.247627735,2024
"Dutch Sl.","Planned",12,"SAV",187362.628298283,2024
"Dutch Sl.","Planned",12,"Emergent",1883933.49323177,2024
"Dutch Sl.","Planned",12,"Hyacinth",91615.1378164291,2024
"Dutch Sl.","Planned",12,"Spongeplant",1115.93811750412,2024
"Dutch Sl.","Planned",12,"Primrose",85555.2556753159,2024
"Dutch Sl.","Planned",12,"NPV",365094.372479439,2024
"Dutch Sl.","Planned",12,"Riparian",1463170.71684217,2024
"Dutch Sl.","Planned",12,"Shadow",4010.61396169662,2024
"Dutch Sl.","Planned",12,"Marsh Invaded by Primrose",7899.48921966553,2024
"Dutch Sl.","Planned",12,"Alligatorweed",10165.1817612648,2024
"Dutch Sl.","Restored",13,"unclassified",81.1591358184814,2024
"Dutch Sl.","Restored",13,"soil",86062.5002741814,2024
"Dutch Sl.","Restored",13,"water",307708.100194454,2024
"Dutch Sl.","Restored",13,"SAV",88287.6132478714,2024
"Dutch Sl.","Restored",13,"Emergent",935683.676851273,2024
"Dutch Sl.","Restored",13,"Hyacinth",54072.2742390633,2024
"Dutch Sl.","Restored",13,"Spongeplant",270.530452728271,2024
"Dutch Sl.","Restored",13,"Primrose",24875.2751283646,2024
"Dutch Sl.","Restored",13,"NPV",103329.106419563,2024
"Dutch Sl.","Restored",13,"Riparian",155467.087921619,2024
"Dutch Sl.","Restored",13,"Shadow",500.481337547302,2024
"Dutch Sl.","Restored",13,"Marsh Invaded by Primrose",1034.77898168564,2024
"Dutch Sl.","Restored",13,"Alligatorweed",40.5795679092407,2024
"Dutch Sl.","Restored",14,"unclassified",47.3428292274475,2024
"Dutch Sl.","Restored",14,"soil",28980.5747485161,2024
"Dutch Sl.","Restored",14,"water",25450.1523404121,2024
"Dutch Sl.","Restored",14,"SAV",90242.1957688332,2024
"Dutch Sl.","Restored",14,"Emergent",667330.994267464,2024
"Dutch Sl.","Restored",14,"Hyacinth",15000.9136037827,2024
"Dutch Sl.","Restored",14,"Spongeplant",568.11395072937,2024
"Dutch Sl.","Restored",14,"Primrose",46450.0787334442,2024
"Dutch Sl.","Restored",14,"NPV",22420.2112698555,2024
"Dutch Sl.","Restored",14,"Riparian",108678.846122265,2024
"Dutch Sl.","Restored",14,"Shadow",142.028487682343,2024
"Dutch Sl.","Restored",14,"Marsh Invaded by Primrose",4159.40571069717,2024
"Dutch Sl.","Restored",14,"Alligatorweed",9948.75739908218,2024
"Dutch Sl.","Planned",15,"unclassified",223.187623500824,2024
"Dutch Sl.","Planned",15,"soil",45509.9854102135,2024
"Dutch Sl.","Planned",15,"water",6.76326131820679,2024
"Dutch Sl.","Planned",15,"SAV",2015.45187282562,2024
"Dutch Sl.","Planned",15,"Emergent",209032.117561817,2024
"Dutch Sl.","Planned",15,"Hyacinth",19539.0619482994,2024
"Dutch Sl.","Planned",15,"Spongeplant",47.3428292274475,2024
"Dutch Sl.","Planned",15,"Primrose",7229.92634916306,2024
"Dutch Sl.","Planned",15,"NPV",104573.546502113,2024
"Dutch Sl.","Planned",15,"Riparian",870607.576447487,2024
"Dutch Sl.","Planned",15,"Shadow",1028.01572036743,2024
"Dutch Sl.","Planned",15,"Marsh Invaded by Primrose",466.665030956268,2024
"Dutch Sl.","Planned",15,"Alligatorweed",101.448919773102,2024
"LICB","Restored",1,"unclassified",268.88512134552,2014
"LICB","Restored",1,"soil",700.351943969727,2014
"LICB","Restored",1,"water",72749.0581798553,2014
"LICB","Restored",1,"SAV",62.5314235687256,2014
"LICB","Restored",1,"Emergent",214020.05030632,2014
"LICB","Restored",1,"Hyacinth",62.5314235687256,2014
"LICB","Restored",1,"Primrose",43.7719964981079,2014
"LICB","Restored",1,"NPV",249462.861185074,2014
"LICB","Restored",1,"Riparian",35699.1897153854,2014
"LICB","Restored",1,"Shadow",25600.3648090363,2014
"Liberty","Reference",7,"unclassified",19578.588719368,2014
"Liberty","Reference",7,"soil",2288.65010261536,2014
"Liberty","Reference",7,"water",11612523.0766773,2014
"Liberty","Reference",7,"SAV",1019162.15389252,2014
"Liberty","Reference",7,"Emergent",1489736.1288166,2014
"Liberty","Reference",7,"Hyacinth",44734.9804210663,2014
"Liberty","Reference",7,"Primrose",205703.37097168,2014
"Liberty","Reference",7,"NPV",1887379.70443249,2014
"Liberty","Reference",7,"Riparian",566203.28098774,2014
"Liberty","Reference",7,"Shadow",218359.73110199,2014
"Flyway Farms","Restored",10,"unclassified",3939.47968482971,2014
"Flyway Farms","Restored",10,"soil",556.529669761658,2014
"Flyway Farms","Restored",10,"water",11680.8699226379,2014
"Flyway Farms","Restored",10,"SAV",8329.18561935425,2014
"Flyway Farms","Restored",10,"Emergent",556479.644622803,2014
"Flyway Farms","Restored",10,"Hyacinth",2132.32154369354,2014
"Flyway Farms","Restored",10,"Primrose",3145.3306055069,2014
"Flyway Farms","Restored",10,"NPV",179227.566232681,2014
"Flyway Farms","Restored",10,"Riparian",642773.009147644,2014
"Flyway Farms","Restored",10,"Shadow",68446.896238327,2014
"Lower Yolo Ranch","Restored",11,"unclassified",11018.0368328094,2014
"Lower Yolo Ranch","Restored",11,"soil",246936.591672897,2014
"Lower Yolo Ranch","Restored",11,"water",8360.45133113861,2014
"Lower Yolo Ranch","Restored",11,"SAV",9767.40836143494,2014
"Lower Yolo Ranch","Restored",11,"Emergent",2186473.75650406,2014
"Lower Yolo Ranch","Restored",11,"Hyacinth",2682.59807109833,2014
"Lower Yolo Ranch","Restored",11,"Primrose",1275415.92767715,2014
"Lower Yolo Ranch","Restored",11,"NPV",578640.781135559,2014
"Lower Yolo Ranch","Restored",11,"Riparian",9148165.9269762,2014
"Lower Yolo Ranch","Restored",11,"Shadow",172780.576462746,2014
"LICB","Restored",1,"soil",2932.72376537323,2015
"LICB","Restored",1,"water",82116.2654304504,2015
"LICB","Restored",1,"SAV",4558.5407781601,2015
"LICB","Restored",1,"Emergent",148749.750385284,2015
"LICB","Restored",1,"Hyacinth",375.188541412354,2015
"LICB","Restored",1,"Primrose",6309.42063808441,2015
"LICB","Restored",1,"NPV",312632.1052742,2015
"LICB","Restored",1,"Riparian",40270.2367782593,2015
"LICB","Restored",1,"Shadow",725.364513397217,2015
"Liberty","Reference",7,"soil",9273.410115242,2015
"Liberty","Reference",7,"water",9639969.32020187,2015
"Liberty","Reference",7,"SAV",2868860.42248249,2015
"Liberty","Reference",7,"Emergent",2791584.08923626,2015
"Liberty","Reference",7,"Hyacinth",51788.5249996185,2015
"Liberty","Reference",7,"Spongeplant",1550.77930450439,2015
"Liberty","Reference",7,"Primrose",493241.615967751,2015
"Liberty","Reference",7,"NPV",803778.918552399,2015
"Liberty","Reference",7,"Riparian",171611.23884201,2015
"Liberty","Reference",7,"Shadow",234011.346421242,2015
"Flyway Farms","Restored",10,"soil",20691.6480588913,2015
"Flyway Farms","Restored",10,"water",56597.1914720535,2015
"Flyway Farms","Restored",10,"SAV",13556.8126296997,2015
"Flyway Farms","Restored",10,"Emergent",1142743.00629139,2015
"Flyway Farms","Restored",10,"Hyacinth",275.138263702393,2015
"Flyway Farms","Restored",10,"Spongeplant",1544.52616214752,2015
"Flyway Farms","Restored",10,"Primrose",4789.90704536438,2015
"Flyway Farms","Restored",10,"NPV",156053.420658112,2015
"Flyway Farms","Restored",10,"Riparian",77395.1429510117,2015
"Flyway Farms","Restored",10,"Shadow",3064.03975486755,2015
"Lower Yolo Ranch","Restored",11,"soil",786426.448512077,2015
"Lower Yolo Ranch","Restored",11,"water",31584.6220445633,2015
"Lower Yolo Ranch","Restored",11,"SAV",60874.3408441544,2015
"Lower Yolo Ranch","Restored",11,"Emergent",7763976.58800125,2015
"Lower Yolo Ranch","Restored",11,"Hyacinth",1819.66442584991,2015
"Lower Yolo Ranch","Restored",11,"Spongeplant",150538.14909935,2015
"Lower Yolo Ranch","Restored",11,"Primrose",194716.599850655,2015
"Lower Yolo Ranch","Restored",11,"NPV",4182401.7591095,2015
"Lower Yolo Ranch","Restored",11,"Riparian",458299.056477547,2015
"Lower Yolo Ranch","Restored",11,"Shadow",9604.82666015625,2015
"LICB","Restored",1,"unclassified",275.138263702393,2016
"LICB","Restored",1,"soil",300.150833129883,2016
"LICB","Restored",1,"water",51507.1335935593,2016
"LICB","Restored",1,"SAV",544.023385047913,2016
"LICB","Restored",1,"Emergent",81478.4449100494,2016
"LICB","Restored",1,"Hyacinth",1500.75416564941,2016
"LICB","Restored",1,"Primrose",2682.59807109833,2016
"LICB","Restored",1,"NPV",278752.579984665,2016
"LICB","Restored",1,"Riparian",134911.546349525,2016
"LICB","Restored",1,"Shadow",46742.2391176224,2016
"Liberty","Reference",7,"unclassified",33379.2739009857,2016
"Liberty","Reference",7,"soil",5696.6126871109,2016
