"SampleID","Source","Station","Latitude","Longitude","Date","Tide","Secchi","Temperature","Conductivity","TurbidityFNU","pH","Notes","DissolvedOxygen","Microcystis","Chlorophyll_sonde","Chlorophyll_Sign","Chlorophyll","Pheophytin_Sign","Pheophytin","DisAmmonia_Sign","DisAmmonia","DissOrthophos","DissOrthophos_Sign","DissNitrateNitrite","DissNitrateNitrite_Sign","TotPhos","TotPhos_Sign","TOC","TOC_Sign","DOC","DOC_Sign","TKN","TKN_Sign","DON","DON_Sign"
"EF0918B0165","FRP","Browns Island",38.0391361205742,-121.865658668262,2018-09-18,"1=high slack",80,19.4,5541,4.9,7.5,NA,11.1,"3=medium",5.2,"=",0.89,"=",0.52,"=",0.05,0.081,"=",0.1,"=",0.1,"=",NA,NA,NA,NA,0.316,"=",0.13,"="
"EF0918B0166","FRP","Browns Island",38.0391361205742,-121.865658668262,2018-09-18,"1=high slack",87,20.1,4137,7.5,7.9,NA,13.5,"3=medium",3,NA,NA,NA,NA,"=",0.07,0.08,"=",0.246,"=",0.08,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EF0918B0167","FRP","Browns Island",38.0391361205742,-121.865658668262,2018-09-18,"1=high slack",87,19.6,6300,7.7,7.9,NA,12.7,"3=medium",2.5,NA,NA,NA,NA,"=",0.063,0.085,"=",0.27,"=",0.09,"=",NA,NA,NA,NA,0.191,"=",0.1,"<"
"EF0918B0172","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-09-19,"1=high slack",38,20,13314,24.6,7.9,NA,9.7,"1=absent",6,"=",5.73,"=",1.2,"<",0.01,0.087,"=",0.251,"=",0.123,"=",NA,NA,NA,NA,0.255,"=",0.1,"="
"EF0918B0173","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-09-19,"1=high slack",38,20,13314,24.6,7.9,NA,9.7,"1=absent",6,NA,NA,NA,NA,"<",0.01,0.055,"=",0.12,"=",0.08,"=",NA,NA,NA,NA,0.2,"=",0.1,"="
"EF0918B0175","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.07,0.597,"=",1.47,"=",0.6,"=",NA,NA,NA,NA,0.8,"=",0.6,"="
"EF0918B0174","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-09-19,"2=ebb",NA,20.3,9192,18.4,7.4,NA,9.2,"1=absent",13.5,NA,NA,NA,NA,"=",0.08,0.526,"=",1.37,"=",0.6,"=",NA,NA,NA,NA,0.8,"=",0.5,"="
"EF0918B0176","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.06,0.53,"=",0.754,"=",0.624,"=",NA,NA,NA,NA,0.8,"=",0.6,"="
"EF1018B0187","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.07,0.099,"=",0.27,"=",0.104,"=",NA,NA,NA,NA,0.277,"=",0.1,"<"
"EF1018B0186","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.07,0.086,"=",0.27,"=",0.108,"=",NA,NA,NA,NA,0.249,"=",0.13,"="
"EF1018B0184","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.83,"=",0.85,"=",0.07,0.087,"=",0.28,"=",0.1,"=",NA,NA,NA,NA,0.3,"=",0.1,"<"
"EF1018B0204","FRP","Prospect Island",38.2457153786192,-121.664858517817,2018-10-09,"2=ebb",NA,17.6,149,0.1,7.2,NA,2.8,"1=absent",1.7,NA,NA,NA,NA,"=",0.03,0.026,"=",0.03,"=",0.03,"=",NA,NA,NA,NA,0.191,"=",0.12,"="
"EF1018B0203","FRP","Miner Slough",38.2459617510796,-121.66188970108,2018-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<",0.5,"<",0.5,"=",0.03,0.027,"=",0.027,"=",0.03,"=",NA,NA,NA,NA,0.187,"=",0.1,"="
"EF1018B0205","FRP","Miner Slough",38.2459617510796,-121.66188970108,2018-10-09,NA,NA,17.9,143,1.8,7,NA,8.3,NA,2.3,NA,NA,NA,NA,"=",0.1,0.048,"=",0.156,"=",0.05,"=",NA,NA,NA,NA,0.3,"=",0.1,"="
"EF1018B0208","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.13,0.1,"=",0.2,"=",0.105,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EF1018B0207","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-10-09,"2=ebb",136,18.3,175,2.8,7.4,NA,10.7,"1=absent",1.8,NA,NA,NA,NA,"=",0.1,0.09,"=",0.17,"=",0.09,"=",NA,NA,NA,NA,0.3,"=",0.1,"="
"EF1018B0206","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-10-09,"2=ebb",NA,18.5,174,1,7.8,NA,10.9,"1=absent",2.1,NA,NA,NA,NA,"=",0.06,0.09,"=",0.17,"=",0.09,"=",NA,NA,NA,NA,0.3,"=",0.19,"="
"EF1018B0199","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-10-12,"2=ebb",123,17.6,791,4,8,NA,9.9,"2=low",2.3,"=",1.13,"<",0.5,"=",0.06,0.07,"=",0.28,"=",0.07,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EF1018B0201","FRP","Horseshoe Bend",38.0923492935549,-121.715195261958,2018-10-12,"2=ebb",92,18.2,930,6.9,7.5,NA,10.5,"2=low",2.9,NA,NA,NA,NA,"=",0.07,0.078,"=",0.314,"=",0.08,"=",NA,NA,NA,NA,0.224,"=",0.1,"<"
"EF1018B0189","FRP","Browns Island",38.0391361205742,-121.865658668262,2018-10-17,"1=high slack",98,17,7540,3.9,7.4,NA,11.7,"1=absent",3.4,"=",0.65,"<",0.5,"=",0.05,0.074,"=",0.193,"=",0.08,"=",NA,NA,NA,NA,0.2,"=",0.1,"="
"EF1018B0190","FRP","Browns Island",38.0391361205742,-121.865658668262,2018-10-17,"2=ebb",85,18.3,8550,5.1,7.8,NA,11.8,"1=absent",3.1,NA,NA,NA,NA,"=",0.07,0.086,"=",0.3,"=",0.09,"=",NA,NA,NA,NA,0.315,"=",0.2,"="
"EF1018B0191","FRP","Browns Island",38.0391361205742,-121.865658668262,2018-10-17,"2=ebb",90,17.9,9646,5.8,7.8,NA,12.2,"1=absent",3.1,NA,NA,NA,NA,"=",0.07,0.086,"=",0.3,"=",0.09,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EF1018B0192","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-10-18,"1=high slack",69,17.6,15766,9.1,7.8,NA,10.3,"1=absent",3,"=",1,"<",0.5,"=",0.08,0.08,"=",0.33,"=",0.09,"=",NA,NA,NA,NA,0.216,"=",0.1,"<"
"EF1018B0193","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-10-18,"1=high slack",69,17.6,15766,9.1,7.8,NA,10.3,"1=absent",3,NA,NA,NA,NA,"=",0.078,0.096,"=",0.32,"=",0.1,"=",NA,NA,NA,NA,0.187,"=",0.1,"<"
"EF1018B0196","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.159,0.249,"=",0.57,"=",0.37,"=",NA,NA,NA,NA,1.24,"=",0.8,"="
"EF1018B0194","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-10-18,"2=ebb",NA,15.8,12614,7.8,7.3,NA,6.5,"1=absent",10.8,NA,NA,NA,NA,"=",0.13,0.185,"=",0.34,"=",0.35,"=",NA,NA,NA,NA,1.29,"=",1,"="
"EF1018B0195","FRP","Wings Landing",38.2205417508711,-122.038214948606,2018-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.13,0.243,"=",0.59,"=",0.36,"=",NA,NA,NA,NA,1.25,"=",0.9,"="
"EF1118B0210","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-11-02,"1=high slack",NA,17.8,11252,12.9,7.8,NA,9,"2=low",5.6,"=",3.24,"<",0.5,"=",0.08,0.08,"=",0.36,"=",0.08,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EF1118B0212","FRP","Broad Slough",38.0442251087892,-121.845518361401,2018-11-02,"1=high slack",118,17.5,9492,6.6,7.8,NA,9.1,"2=low",3.7,NA,NA,NA,NA,"=",0.08,0.085,"=",0.373,"=",0.09,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EF1118B0211","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-11-02,"1=high slack",119,17.6,8787,8.1,7.8,NA,9.2,"2=low",2.9,NA,NA,NA,NA,"=",0.08,0.083,"=",0.36,"=",0.09,"=",NA,NA,NA,NA,0.2,"=",0.1,"<"
"EF1118B0215","FRP","Miner Slough",38.2459617510796,-121.66188970108,2018-11-08,"2=ebb",NA,12.9,162,1.5,7.2,NA,4.7,"1=absent",0.9,NA,NA,NA,NA,"<",0.05,0.05,"<",0.05,"<",0.03,"=",NA,NA,NA,NA,0.2,"=",0.11,"="
"EF1118B0214","FRP","Miner Slough",38.2459617510796,-121.66188970108,2018-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<",0.5,"<",0.5,"<",0.05,0.05,"<",0.05,"<",0.03,"=",NA,NA,NA,NA,0.193,"=",0.12,"="
"EF1118B0216","FRP","Miner Slough",38.2459617510796,-121.66188970108,2018-11-08,"2=ebb",NA,14.9,155,2.3,7.6,NA,9,"1=absent",0.9,NA,NA,NA,NA,"=",0.249,0.077,"=",0.24,"=",0.08,"=",NA,NA,NA,NA,0.4,"=",0.11,"="
"EF1118B0219","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.2,0.093,"=",0.36,"=",0.094,"=",NA,NA,NA,NA,0.5,"=",0.1,"="
"EF1118B0218","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-11-08,"4=flood",34,14.6,178,27.7,7.8,NA,9.4,"1=absent",1.4,NA,NA,NA,NA,"=",0.14,0.079,"=",0.36,"=",0.09,"=",NA,NA,NA,NA,0.378,"=",0.12,"="
"EF1118B0217","FRP","Liberty Island",38.2679927034433,-121.68242232517,2018-11-08,"4=flood",50,14.8,179,40,7.7,NA,9.3,"1=absent",1.8,NA,NA,NA,NA,"=",0.14,0.089,"=",0.36,"=",0.114,"=",NA,NA,NA,NA,0.4,"=",0.1,"="
"EF1118B0235","FRP","Chipps Island",38.058910165558,-121.917241649667,2018-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.08,0.05,"<",0.34,"=",0.05,"=",NA,NA,NA,NA,0.4,"=",0.2,"="
"EF1118B0236","FRP","Horseshoe Bend",38.0923492935549,-121.715195261958,2018-11-13,"2=ebb",131,14.5,2475,6.9,7.7,NA,9.4,"2=low",1.7,"=",1.15,"<",0.5,"=",0.107,0.07,"=",0.45,"=",0.07,"=",NA,NA,NA,NA,0.3,"=",0.13,"="
"EF1118B0237","FRP","Horseshoe Bend",38.0923492935549,-121.715195261958,2018-11-13,"2=ebb",131,14.5,2475,6.9,7.7,NA,9.4,"2=low",1.7,NA,NA,NA,NA,"=",0.107,0.079,"=",0.45,"=",0.07,"=",NA,NA,NA,NA,0.3,"=",0.11,"="
"EF1218B0252","FRP",NA,NA,NA,2018-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",NA,"=",NA,"=",NA,NA,"=",NA,"=",NA,"=",NA,NA,NA,NA,NA,"=",NA,"="
"EF1218B0250","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2018-12-06,"4=flood",44,10.5,16209,23.5,8.1,NA,10.9,"1=absent",8.4,NA,NA,NA,NA,"=",0.063,0.066,"=",0.439,"=",0.11,"=",NA,NA,NA,NA,0.265,"=",0.15,"="
"EF1218B0251","FRP","Chipps Island",38.058910165558,-121.917241649667,2018-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<",0.05,0.061,"=",0.429,"=",0.09,"=",NA,NA,NA,NA,0.237,"=",0.21,"="
"EF1218B0253","FRP","Winter Island",38.0436271402851,-121.848056633908,2018-12-06,"4=flood",62,12.2,7063,15.3,7.7,NA,9.7,"1=absent",1.3,NA,NA,NA,NA,"=",0.16,0.08,"=",0.482,"=",0.08,"=",NA,NA,NA,NA,0.301,"=",0.28,"="
"EF1218B0254","FRP","Broad Slough",38.0442251087892,-121.845518361401,2018-12-06,"4=flood",71,12.4,7163,11.4,7.7,NA,9.8,"1=absent",1.5,"=",0.75,"<",0.5,"=",0.158,0.08,"=",0.481,"=",0.08,"=",NA,NA,NA,NA,0.319,"=",0.21,"="
"EF1218B0260","FRP","Decker Island",38.0843315691554,-121.72349130967,2018-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.05,"=",0.93,"=",0.094,0.067,"=",0.468,"=",0.077,"=",NA,NA,NA,NA,0.445,"=",0.42,"="
"EF1218B0262","FRP","Horseshoe Bend",38.0923492935549,-121.715195261958,2018-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.208,0.088,"=",0.617,"=",0.089,"=",NA,NA,NA,NA,0.611,"=",0.16,"="
"EF1218B0267","FRP",NA,NA,NA,2018-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.077,0.05,"<",0.166,"=",0.038,"=",NA,NA,NA,NA,0.31,"=",0.1,"<"
"EF1218B0268","FRP",NA,NA,NA,2018-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.105,0.05,"<",0.201,"=",0.044,"=",NA,NA,NA,NA,0.34,"=",0.1,"<"
"EF1218B0269","FRP",NA,NA,NA,2018-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.434,0.0975,"=",0.4035,"=",0.1,"=",NA,NA,NA,NA,0.75,"=",0.13,"="
"EF1218B0272","FRP",NA,NA,NA,2018-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.247,0.085,"=",0.488,"=",0.11,"=",NA,NA,NA,NA,0.64,"=",0.15,"="
"EF1218B0270","FRP",NA,NA,NA,2018-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.154,0.093,"=",0.523,"=",0.098,"=",NA,NA,NA,NA,0.55,"=",0.13,"="
"EF1218B0257","FRP","Chipps Island",38.058910165558,-121.917241649667,2018-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<",0.5,"<",0.5,"=",0.138,0.076,"=",0.439,"=",0.09,"=",NA,NA,NA,NA,0.38,"=",0.1,"<"
"EF1218B0258","FRP","Chipps Island",38.058910165558,-121.917241649667,2018-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.167,0.081,"=",0.517,"=",0.086,"=",NA,NA,NA,NA,0.37,"=",0.1,"<"
"EF1218B0259","FRP","Chipps Island",38.058910165558,-121.917241649667,2018-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.171,0.054,"=",0.506,"=",0.1,"=",NA,NA,NA,NA,0.35,"=",0.1,"<"
"EF0219B0002","FRP","Wings Landing",38.2205417508711,-122.038214948606,2019-02-22,"2=ebb",NA,7.4,1454,48.4,7.6,NA,7.5,"1=absent",9.7,"=",2.44,"=",1.71,"=",0.07,0.371,"=",1.09,"=",0.485,"=",NA,NA,NA,NA,1.29,"=",0.9,"="
"EF0319B0010","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2019-03-14,"1=high slack",15,11.9,1137,83.5,8,NA,NA,"1=absent",6.7,"=",3.65,"=",2.49,"=",0.05,0.475,"=",1.69,"=",0.59,"=",8.8,"=",8.4,"=",1,"=",0.7,"="
"EF0319B0012","FRP","Wings Landing",38.2205417508711,-122.038214948606,2019-03-14,"1=high slack",NA,NA,454,100,8.4,NA,NA,"1=absent",0.96,"=",3.8,"=",2.11,"=",0.108,0.335,"=",1.23,"=",0.58,"=",3.7,"=",4,"=",1,"=",0.7,"="
"EF0319B0014","FRP","Decker Island",38.0843315691554,-121.72349130967,2019-03-18,"2=ebb",55,15,173,13.9,7.9,NA,9.7,"1=absent",0.52,"=",2.01,"=",0.61,"<",0.05,0.05,"<",0.23,"=",0.062,"=",2.4,"=",2.4,"=",0.2,"=",0.1,"="
"EF0319B0015","FRP","Tule Red",38.1245112418157,-121.985706806912,2019-03-19,NA,NA,15,6939,19.1,7.3,NA,8.9,"1=absent",14.33,"=",48.1,"=",11.6,"<",0.05,0.074,"=",0.05,"<",0.17,"=",12.7,"=",11.6,"=",1.75,"=",1,"="
"EF0319B0019","FRP","Lookout Slough",38.293349182058,-121.716127906332,2019-03-22,"5=NA",NA,14.6,973,8.1,8.2,NA,8.9,"1=absent",5.11,"=",23.47,"=",6.47,"<",0.05,0.4475,"=",0.05,"<",0.54,"=",13.9,"=",13.4,"=",1.4,"=",1.1,"="
"EF0319B0018","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2019-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.09,"<",0.5,"=",0.05,0.06,"=",0.35,"=",0.06,"=",3.1,"=",2.9,"=",0.254,"=",0.16,"="
"EF0319B0040","FRP","Miner Slough",38.2459617510796,-121.66188970108,2019-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",4.07,"=",1.17,"<",0.05,0.05,"<",0.18,"=",0.04,"=",NA,NA,NA,NA,0.2,"=",0.1,"="
"EF0319B0042","FRP","Blacklock Marsh",38.1798693337588,-121.909963325386,2019-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.79,"=",1.25,"=",0.07,0.081,"=",0.24,"=",0.111,"=",4.5,"=",4.7,"=",0.5,"=",0.3,"="
"EF0319B0043","FRP","Honker-Spoonbill",38.0656411733173,-121.914993923077,2019-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.48,"=",1.25,"=",0.07,0.05,"<",0.23,"=",0.1,"=",4.1,"=",4.1,"=",0.5,"=",0.3,"="
"EF0319B0044","FRP","Honker-Spoonbill",38.0656411733173,-121.914993923077,2019-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.97,"=",2.19,"=",0.07,0.053,"=",0.23,"=",0.111,"=",4,"=",4,"=",0.5,"=",0.2,"="
"EF0319B0038","FRP","Broad Slough",38.0442251087892,-121.845518361401,2019-03-27,"2=ebb",100,13.8,203,11.7,7.6,NA,8.3,"1=absent",2.8,"=",2.3,"=",1.55,"<",0.05,0.05,"<",0.2,"=",0.063,"=",3,"=",3,"=",0.3,"=",0.16,"="
"EF0319B0039","FRP","Broad Slough",38.0442251087892,-121.845518361401,2019-03-28,"1=high slack",104,13.8,194,7.7,7.9,NA,9.7,"1=absent",0.5,"=",1.65,"=",0.74,"=",0.06,0.065,"=",0.31,"=",0.07,"=",2.9,"=",2.8,"=",0.317,"=",0.2,"="
"EF0319B0039","FRP","Broad Slough",38.0442251087892,-121.845518361401,2019-03-28,"1=high slack",104,13.8,194,7.7,7.9,NA,9.7,"1=absent",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,"=",2.8,"=",NA,NA,NA,NA
"EF0319B0045","FRP","Browns Island",38.0391361205742,-121.865658668262,2019-03-28,"2=ebb",74,13.8,520,17.3,7.6,NA,8.1,"1=absent",3.7,"=",1.74,"=",0.86,"<",0.05,0.065,"=",0.157,"=",0.1,"=",5.8,"=",6.4,"=",0.5,"=",0.4,"="
"EF0419B0047","FRP","Bradmoor Island",38.1890970712055,-121.919728475891,2019-04-02,"2=ebb",32,15.5,4534,11.7,7.1,NA,5.1,"1=absent",1.7,"=",2.21,"=",2.44,"=",0.309,0.05,"<",0.48,"=",0.01,"<",20.4,"=",19.6,"=",2.4,"=",1.6,"="
"EF0419B0050","FRP","Prospect Island",38.2457153786192,-121.664858517817,2019-04-04,"2=ebb",NA,15.3,153,5.4,7.6,NA,6.9,"1=absent",0.5,"=",2.59,"=",1.16,"<",0.05,0.05,"<",0.05,"<",0.04,"=",2.7,"=",2.6,"=",0.2,"=",0.2,"="
"EF0419B0062","FRP","Broad Slough",38.0442251087892,-121.845518361401,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",2.5,"=",1.05,"<",0.05,0.053,"=",0.23,"=",0.06,"=",2.9,"=",2.9,"=",0.3,"=",0.19,"="
"EF0419B0056","FRP","Liberty Island",38.2679927034433,-121.68242232517,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<",0.05,0.05,"<",0.05,"<",0.08,"=",4.1,"=",4.1,"=",0.4,"=",0.13,"="
"EF0419B0053","FRP","Webb Tract Islands and Berms",38.0961696666802,-121.590187261164,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.88,"=",0.77,"<",0.05,0.05,"<",0.2,"=",0.05,"=",2.5,"=",3,"=",0.2,"=",0.16,"="
"EF0419B0058","FRP","Ryer Island",38.0818063940171,-122.015335298298,2019-04-11,"2=ebb",70,15.3,344,12.9,7.7,NA,8.7,"1=absent",0.6,"=",2.18,"=",1.11,"<",0.05,0.11,"=",0.15,"=",0.1245,"=",NA,NA,NA,NA,0.3,"=",0.2,"="
"EF0419B0063","FRP","Browns Island",38.0391361205742,-121.865658668262,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.44,"=",0.61,"<",0.05,0.097,"=",0.08,"=",0.108,"=",6.6,"=",6.3,"=",0.5,"=",0.4,"="
"EF0419B0059","FRP","Honker-Spoonbill",38.0656411733173,-121.914993923077,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",15,"=",2.6,"<",0.05,0.057,"=",0.2,"=",0.14,"=",5.9,"=",6.2,"=",0.7,"=",0.4,"="
"EF0419B0052","FRP","Decker Island",38.0843315691554,-121.72349130967,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.42,"=",0.86,"<",0.05,0.05,"<",0.1075,"=",0.06,"=",2.9,"=",2.8,"=",0.3,"=",0.22,"="
"EF0419B0057","FRP","Lookout Slough",38.293349182058,-121.716127906332,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",0.05,0.324,"=",0.09,"=",0.39,"=",10.8,"=",9.9,"=",0.8,"=",0.6,"="
"EF0419B0057","FRP","Lookout Slough",38.293349182058,-121.716127906332,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,"=",9.8,"=",NA,NA,NA,NA
"EF0419B0060","FRP","Honker-Spoonbill",38.0656411733173,-121.914993923077,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",1.82,"=",2.8,"<",0.05,0.062,"=",0.18,"=",0.157,"=",6,"=",6,"=",0.6,"=",0.38,"="
"EF0419B0055","FRP","Prospect Island",38.2457153786192,-121.664858517817,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<",0.05,0.05,"<",0.08,"=",0.05,"=",2.5,"=",2.5,"=",0.2,"=",0.2,"="
"EF0419B0061","FRP","Honker-Spoonbill",38.0656411733173,-121.914993923077,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",13.2,"=",3.14,"<",0.05,0.06,"=",0.17,"=",0.17,"=",6.3,"=",6.3,"=",0.751,"=",0.4,"="
"EF0419B0054","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2019-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",6.55,"=",2.48,"<",0.05,0.05,"<",0.13,"=",0.08,"=",1.9,"=",1.9,"=",0.2,"=",0.11,"="
"EF0419B0068","FRP","Liberty Island",38.2679927034433,-121.68242232517,2019-04-25,"4=flood",140,20.8,313,3.1,8.5,NA,8.6,"1=absent",0.6,"=",2.56,"=",0.89,"<",0.05,0.08,"=",0.05,"<",0.12,"=",4.6,"=",4.6,"=",0.441,"=",0.37,"="
"EF0419B0066","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2019-04-25,"1=high slack",19,21.7,260,71,8.6,NA,8.9,"1=absent",2.1,"=",10.5,"=",2.95,"<",0.05,0.063,"=",0.09,"=",0.115,"=",2.5,"=",2.7,"=",0.5,"=",0.2,"="
"EF0419B0066","FRP","Grizzly Bay",38.1250182328571,-122.00591706432,2019-04-25,"1=high slack",19,21.7,260,71,8.6,NA,8.9,"1=absent",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"=",2.8,"=",NA,NA,NA,NA
"EF0419B0069","FRP","Yolo Flyway Farms",38.3619774019858,-121.641732337589,2019-04-25,"2=ebb",40,27.5,481,11.9,8.2,NA,9.1,"1=absent",2.4,"=",12.5,"=",4.79,"<",0.05,0.069,"=",0.113,"=",0.205,"=",6.4,"=",6.3,"=",0.8,"=",0.5,"="
"EF0419B0065","FRP","Wings Landing",38.2205417508711,-122.038214948606,2019-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",9.38,"=",2.81,"=",0.111,0.682,"=",0.63,"=",0.9,"=",15,"=",14.4,"=",1.46,"=",1.1,"="
"EF0419B0070","FRP","Blacklock Marsh",38.1798693337588,-121.909963325386,2019-04-26,"2=ebb",NA,20,923,45.8,7.8,NA,7.1,"1=absent",1.8,"=",5.94,"=",1.18,"<",0.05,0.077,"=",0.13,"=",0.16,"=",5.2,"=",5.5,"=",0.6,"=",0.4,"="
"EF0419B0089","FRP","Chipps Island",38.058910165558,-121.917241649667,2019-04-29,NA,NA,17.2,411,34.4,8,NA,7.3,"1=absent",1,"=",4.03,"=",2.61,"<",0.05,0.069,"=",0.062,"=",0.18,"=",3.7,"=",3.9,"=",0.4,"=",0.2,"="
"EF0419B0090","FRP","Arnold Slough",38.1781420026667,-121.903948996825,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"=",489,"=",15.5,"<",0.05,0.05,"<",0.05,"<",0.42,"=",NA,NA,NA,NA,4.8,"=",2.27,"="
"EF0419B0090","FRP","Arnold Slough",38.1781420026667,-121.903948996825,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,"=",25.8,"=",NA,NA,NA,NA
"EF0519B0082","FRP","Blacklock Marsh",38.1798693337588,-121.909963325386,2019-05-14,"1=high slack",15,18.4,1048,54.8,7.6,NA,8.1,"1=absent",1.4,"=",4.11,"=",2.5,"=",0.07,0.053,"=",0.22,"=",0.19,"=",5.9,"=",6.3,"=",0.8,"=",0.4,"="
